itemId,category,name,rating,originalRating,reviewTitle,reviewContent,likeCount,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType,retrievedDate
100052565.0,beli-harddisk-eksternal,Uli,5.0,,bagus,sesuai spek yg saya mau.. jd oke lah,0.0,0.0,0.0,True,22.49,12 Des 2017,androidApp,10/2/2019
100052565.0,beli-harddisk-eksternal,bahari,5.0,,Rekomended,barangnya bagus.  rapi tidak mengecewakan.  akan tetapi bagus kalau ada Bonus pouch nya.  hehhe,1.0,1.0,0.0,True,22.32,23-Mar-17,mobile-app,10/2/2019
100055947.0,beli-harddisk-eksternal,Johann S.,5.0,,mantap,"flashdisknya sudah diterima dengan baik. kapasitas total 58,544,586,752 bytes dengan FAT32. menjadi 62,885,724,160 bytes kalau diformat dengan exFAT. write speed 10MB/s dan read 30 MB/s dengan port USB 2.0, belum dicoba dengan port usb 3.0.",1.0,1.0,0.0,True,30.13,24-Jun-17,desktop,10/2/2019
100055947.0,beli-harddisk-eksternal,Elisa P.,5.0,,Oke,"Barang sudah diterima dgn baik. Packing rapih. Tp isinya cuma 58GB. Selebihnya, oke",1.0,1.0,1.0,True,21.24,23 Des 2016,mobile-app,10/2/2019
100055947.0,beli-harddisk-eksternal,Michael O.,5.0,,recommended,pas cocok buat anda semua. bgus. sesuai deskripsi.,0.0,0.0,0.0,True,20.51,8-Mar-17,androidApp,10/2/2019
100061038.0,beli-harddisk-eksternal,dwi S.,4.0,,express,dikirim hari berikutnya dan barang mulus,0.0,0.0,0.0,True,21.5,5-Mar-18,androidApp,10/2/2019
100086255.0,beli-harddisk-eksternal,Kurniawan,5.0,,TV LED dengan beragam input!,"TV LED dengan pilihan input yang lengkap (HDMI, DV, VGA). Kami beli untuk keperluan kantor yang penggunaannya bisa multi-source. Panasonic satu-satunya merk yang menyediakan fasilitas ini (sepanjang pengetahuan kami). Kualitas gambar juga bagus, dengan bezel tipis yang memberikan kesan ""lega"" ... extra bracket memudahkan pemasangan di dinding. Bravo Panasonic!",12.0,12.0,0.0,True,32.62,20 Okt 2017,desktop,10/2/2019
100086255.0,beli-harddisk-eksternal,hanif s.,5.0,,Mantap,Cuma butuh waktu 12 jam unit tiba.. thks,0.0,0.0,0.0,True,19.5,22-Jan-17,mobile-app,10/2/2019
100087269.0,beli-harddisk-eksternal,Muhammad R.,5.0,,Puas bgt ^_^,"Puas bgt pengiriman sesuai jadwal, barang bagus, packing rapih buat maen game enak bgt hihii, murah lagi, tenkyu lazada",0.0,0.0,0.0,True,27.51,08 Des 2016,mobile,10/2/2019
100110786.0,beli-harddisk-eksternal,Thomas D.,5.0,,Western Digital WD My Passport New Design 4TB,good Product with reasonable Price,0.0,0.0,0.0,True,21.51,28-Feb-18,androidApp,10/2/2019
100125285.0,beli-harddisk-eksternal,Indra P.,5.0,,Good lah...,"Packing Rapi, kualitas oke, fitur2 persis seperti deskripsi, desain keren... cuma yg kurang puas di segi kecepatan transfer hanya mentok di 9-10 Mb/s",2.0,2.0,0.0,True,30.41,16 Des 2016,desktop,10/2/2019
100125285.0,beli-harddisk-eksternal,jhonay,1.0,,Beda sama yg dikirimin,"Gmn nih lazada saya liat iklannya flashdisk tapi yg dikirim koq malah flashdrive,,,,mohon penjelasannya,,barang sdh saya buka.....saya br x ini kecewa",0.0,0.0,0.0,True,27.34,3-Apr-17,mobile-app,10/2/2019
100125285.0,beli-harddisk-eksternal,Eko p.,5.0,,Sipz,"Smua yang di ulasan bener smua apa mreka kata, kapasitas terbaca 29.5GB karena terpakai sistem, pengiriman lebih cepat dari extimasi",0.0,0.0,0.0,True,27.34,3-Apr-17,mobile-app,10/2/2019
100125285.0,beli-harddisk-eksternal,Nyoman A.,5.0,,Sandisk Flashdisk Cruzer Dial CZ57,"barang sdh diterima, pengirimannya cepat, data yg terbaca 29.1GB (iya karena space 32GB tdk terbaca 32GB full) terima kasih atas fast responnya, n barangnya ori.",0.0,0.0,0.0,True,27.0,10-Mar-17,desktop,10/2/2019
100125285.0,beli-harddisk-eksternal,Lazada Customer,5.0,,Puas,"Cepet sampai, barang asli, bagus lah. Thanks LAZADA",0.0,0.0,0.0,True,21.51,7-Mar-17,desktop,10/2/2019
100125285.0,beli-harddisk-eksternal,Adriyansyah,5.0,,MANTABB,BARANG CEPAT CUMA 2 HARI GARANSI RESMI MANTABB,0.0,0.0,0.0,True,19.85,20-Mar-17,desktop,10/2/2019
100125285.0,beli-harddisk-eksternal,Hofur S.,4.0,,Mantab,"Cepet sampai 1 hari udah sampai,, barang bagus gk cepet panas walau di pake lama,, pokoknya mantab",0.0,0.0,0.0,True,19.84,6-Apr-17,mobile-app,10/2/2019
100125285.0,beli-harddisk-eksternal,Isnaini,5.0,,Bagus,Bagus. Packing rapi. Modelnya aku suka. Thanks lazada!,0.0,0.0,0.0,True,19.82,26-Mar-17,mobile-app,10/2/2019
100125285.0,beli-harddisk-eksternal,Rio S.,5.0,,Good,"Barang bagus, pertahankan",0.0,0.0,0.0,True,19.81,21-Mar-17,mobile-app,10/2/2019
100125285.0,beli-harddisk-eksternal,SAFAR,4.0,,Oke,"Barangnya sudah saya terima , kondisi sangat baik  Trimakasih Lazada",0.0,0.0,0.0,True,19.6,5-Jan-17,mobile-app,10/2/2019
100125285.0,beli-harddisk-eksternal,Ega D.,4.0,,Oke,Produk oke dan Original by Datascrip tapi sayang kapasitas bersihnya 29GB,0.0,0.0,0.0,True,19.59,14 Des 2016,desktop,10/2/2019
100125285.0,beli-harddisk-eksternal,Meilinda H.,5.0,,sip,"pengiriman cepet, barang bagus, transfer data lebih cepat daripada tipe Cruzer Switch",0.0,0.0,0.0,True,19.5,18-Mar-17,desktop,10/2/2019
100125285.0,beli-harddisk-eksternal,Sayyuda F.,5.0,,mantapp,produk mantap sesuai deskripsi,0.0,0.0,0.0,True,19.5,13 Des 2016,desktop,10/2/2019
100125285.0,beli-harddisk-eksternal,Ficky,5.0,,good,Good,0.0,0.0,0.0,True,12.5,21-Mar-17,desktop,10/2/2019
100125294.0,beli-harddisk-eksternal,David A.,5.0,,SANDISK,Produk Bagus,2.0,2.0,0.0,True,23.23,1-Apr-17,mobile,10/2/2019
100125294.0,beli-harddisk-eksternal,Lazada Customer,5.0,,qualitas barang,barang sangat bagus trimakasih,0.0,0.0,0.0,True,21.89,1-Mar-18,androidApp,10/2/2019
100125294.0,beli-harddisk-eksternal,Dwi D.,2.0,,Kurang puas,Barang yg dikirim tidak seperti yang di gambar,0.0,0.0,0.0,True,21.51,5-Mar-18,androidApp,10/2/2019
100125294.0,beli-harddisk-eksternal,Muhammad A.,4.0,,Barangnya tidak sesuai di gambar,Barang yg sampe Cruzer yg biasa tidak sesuai di gambar tapi size-nya 64GB,0.0,0.0,0.0,True,21.51,5-Mar-18,androidApp,10/2/2019
100125304.0,beli-harddisk-eksternal,wahid y.,1.0,,Barang tidak sampai,Barang saya ko gaada ya? Padahal saya ngasih alamatnya bener dan saya cek di situs jnenya alamat tujuannya kok salah? Mohon diperiksa kembali.. saya beli barang bebarengan dengan yang lain yg lainnya udh sampai tapi beli di sini gaada barangnya sampai sekarang..,0.0,0.0,0.0,True,27.0,22-Feb-17,mobile-app,10/2/2019
100125304.0,beli-harddisk-eksternal,Achmad M.,1.0,,Barang CACAT!!!,Tidak bisa berfungsi menyimpan data,2.0,2.0,0.0,True,22.94,9-Jan-17,mobile,10/2/2019
100125304.0,beli-harddisk-eksternal,Giacinta,1.0,,Kecewa,"Barang tidak pernah sampai yg hitam,yg putih ga bisa dipake",0.0,0.0,0.0,True,21.51,6-Jan-18,mobile-app,10/2/2019
100125304.0,beli-harddisk-eksternal,Aysa,1.0,,Kecewa,"Pengiriman lama, warna yang dateng putih bukan hitam",0.0,0.0,0.0,True,19.5,17-Jan-17,iosApp,10/2/2019
100125311.0,beli-harddisk-eksternal,ridwan,1.0,,Barang rusak tdk bisa dgunakan,"Flashdisk saat dicopy file yg kebaca setengah doang,  ud mana beli 2, saya tertipu pantes g garansi, hati hati untuk yg mau beli",1.0,1.0,0.0,True,30.51,5-Jan-18,mobile,10/2/2019
100125311.0,beli-harddisk-eksternal,surya a.,1.0,,"Bukan barang asli, produk abal-abal.","Ketika barang datang, masih di luar kota. 2 minggubkemudian baru cek barang. Dari awal muncul pertanyaan karena di pembungkusnya sendiri tulisannya toshiba kapasitas 8 GB, sedangkan di Flashdisk memang tertulis 64 GB. Setelah dicoba untuk kopi file, ternyata banyak yang failed. Dan yang berhasil dikopi ternyata juga tidak dapat dibuka. Sepertinya ini hanyalah produk gagal buatan OEM yang dibuat asal-asalan untuk dijual murah. Dan pihak toko terlanjur membeli dalam jumlah banyak kemudian berusaha menjual dengan segala cara.",0.0,0.0,0.0,True,28.92,3-Jan-18,androidApp,10/2/2019
100125311.0,beli-harddisk-eksternal,Fernando,1.0,,Kurang baik,Barangnya lama sekali,0.0,0.0,0.0,True,20.51,16 Des 2017,mobile,10/2/2019
100133210.0,beli-harddisk-eksternal,Helmy A.,1.0,,produk tidak sesuai gambar,"produk jauh dari yang diharapkan, sangat kecewa.",0.0,0.0,0.0,True,19.5,12 Des 2016,mobile-app,10/2/2019
100154846.0,beli-harddisk-eksternal,aryadi,5.0,,bagus,"Barang diterima cepat, seller n lazada pelayanan bagus.. kemasan rapi kasih plastik tebal lagi, good.. tvnya cakep sesuai gambar n speknya, display cukuplah sesuai.. sempat ada baut casing lepas dikencangkan ternyata bisa,,  recomended buat yang nyari.. :)",0.0,0.0,0.0,True,27.09,2-Jan-17,mobile,10/2/2019
100169437.0,beli-harddisk-eksternal,Liana,5.0,,JOSS GANDOS,1 HARI ORDER BESOK LANGSUNG SAMPAI FAST RESPON FAST SELLER,0.0,0.0,0.0,True,21.51,26 Mei 2018,desktop,10/2/2019
100169437.0,beli-harddisk-eksternal,Liana,5.0,,MANTAP GAN,biar bintang yang berbicara,0.0,0.0,0.0,True,21.51,28 Mei 2018,desktop,10/2/2019
100169437.0,beli-harddisk-eksternal,Kusnadi,5.0,,Kwalitas super,bagus barangnya⭐⭐⭐⭐⭐,0.0,0.0,0.0,True,21.51,10-Jun-17,androidApp,10/2/2019
100183475.0,beli-harddisk-eksternal,Lazada Customer,5.0,,"packing dan barangnya Ok, namun bonus pouch kekecilan","packing dan barangnya Ok, namun bonus pouch ukurannya terlalu kecil untuk tempat hardisk nya",0.0,0.0,0.0,True,21.51,26-Apr-18,androidApp,10/2/2019
100184344.0,beli-harddisk-eksternal,Wisnu V.,2.0,,Remote ada tombol yang tidak fungsi,"Pengiriman cepat. Kualitas gambar bagus, terutama kualitas suaranya oke. DVB T2 berfungsi baik. Cuma remote ada yg error. Tombol source tidak fungsi, jd kalau mau ganti ke usb, hdmi atau lainnya mesti pencet tombol fisik di tvnya. Sudah minta ganti ke seller, malah disuruh contact Aquanya. Kata Aqua kalau remote rusak dan baru beli bisa minta ganti ke tokonya. Ribet deh dipingpong...😤",0.0,0.0,0.0,True,29.01,1-Apr-18,androidApp,10/2/2019
100192021.0,beli-harddisk-eksternal,joko b.,1.0,,kecewa..,"Ditulis khusus jabodetabek,tp tersedia diwilyah lampung... dibeli tp dicancel krn diluar daerah. Klo gk bisa harusnya dtulis tdk tersedia diwil.anda..",6.0,6.0,0.0,True,31.29,7-Feb-17,mobile,10/2/2019
100235739.0,beli-harddisk-eksternal,Salman A.,5.0,,"tv led sharp 24""","Barang cukup memuaskan, seller responsif,packing aman karena dari kayu yah.. tpi pengirimannya agak sedikit lama, tpi its ok, yang penting barang sudah sampai",2.0,2.0,0.0,True,32.34,6-Mar-18,androidApp,10/2/2019
100235739.0,beli-harddisk-eksternal,Herdy S.,5.0,,SANGAT MEMUASKAN!!!,"Packing rapih dan aman banget barangnya, pengiriman cepat (hari ini order, besok langsung dateng). Pokonya seller recommended, dari segi harga juga bersaing. :) ;) :D",0.0,0.0,0.0,True,29.99,21-Jul-18,desktop,10/2/2019
100235739.0,beli-harddisk-eksternal,Myda S.,5.0,,produk bagus,"puas sama.produknya, bagus n berkualitas",0.0,0.0,0.0,True,21.51,30 Mei 2018,androidApp,10/2/2019
100235739.0,beli-harddisk-eksternal,Ryan N.,5.0,,led sharp,bgs...,4.0,4.0,0.0,True,17.01,30 Des 2017,androidApp,10/2/2019
100268501.0,beli-harddisk-eksternal,Chaeira P.,5.0,,Sangat puas,Aku puas banget sama layanan di Lazada. Pengirimannya cepat. Barangnya juga gak lecet sedikit pun. Terimakasih Lazada....,0.0,0.0,0.0,True,27.84,21 Agu 2017,mobile-app,10/2/2019
100305829.0,beli-harddisk-eksternal,Liana,5.0,,MANTAP GAN,biar bintang yang berbicara,0.0,0.0,0.0,True,21.51,28 Mei 2018,desktop,10/2/2019
100306249.0,beli-harddisk-eksternal,Robby,5.0,,Value for Money,"WD My Passport 4TB, harga paling murah dibanding tempat lain (sudah cek online dan offline), barang bagus (sudah di cek total kapasitas 3.64TB), original (bisa di-register ke web WD nya untuk garansi 3 thn), diberi beberapa software utility free diantaranya WD Security (untuk protect HD agar tdk bisa dibuka orang lain) dan ada bonus pouch, lumayan buat tempat HD nya. :)",0.0,0.0,0.0,True,27.67,10-Jul-17,desktop,10/2/2019
100309395.0,beli-harddisk-eksternal,Saki,5.0,,Pesanan sesuai harapan,"Order Mi Notebook Air Gold 12.5 inch sampai sesuai harapan. Barangnya asli, packagingnya aman, bagus, sellernya informatif, cepat dikirimnya dan sudah ready terinstall dengan windows 10 english version. Terima kasih banyak seller :)",28.0,28.0,0.0,True,32.13,23-Mar-17,mobile,10/2/2019
100309395.0,beli-harddisk-eksternal,Sonny G.,5.0,,"Pengiriman Sangat Cepat, Barang Sesuai Pesanan","Pengiriman barang ternyata sangat cepat. Hari ke-2 barang sudah diterima dalam keadaan baik. Packing rapih dan setelah dicek, laptop bekerja sesuai harapan. Terima kasih atas layanannya yang sangat baik",14.0,14.0,0.0,True,31.67,21-Mar-17,desktop,10/2/2019
100309395.0,beli-harddisk-eksternal,Candra H.,5.0,,Powerfull Laptop,Lebih keren dari perkiraan awal.. Windows 10 sudah dikonfersi ke bahasa inggris.. Mantab..,0.0,0.0,0.0,True,20.1,14-Apr-17,desktop,10/2/2019
100310127.0,beli-harddisk-eksternal,Miranda G.,5.0,,Excellent!,Pelayanannya baik,0.0,0.0,0.0,True,19.5,11-Feb-17,mobile-app,10/2/2019
100338987.0,beli-harddisk-eksternal,Setyo W.,5.0,,Pengiriman CEPAT,Pengiriman cepat barang di terima dengan baik dan lengkap langsung coba... dapat bonus USB LED dll. Recommended Seller,1.0,1.0,0.0,True,29.5,21-Feb-17,desktop,10/2/2019
100339807.0,beli-harddisk-eksternal,Aditya F.,4.0,,Lumayan,"Saya kira antivirusnya ada kasetnya, eh ternyata cuma dikasih nomor serial disuruh download sendiri. Overall bagus lah, pengiriman cepat cuma 1 hari datang",0.0,0.0,0.0,True,27.0,1-Mar-17,mobile-app,10/2/2019
100339807.0,beli-harddisk-eksternal,Yamani S.,5.0,,ext hardisk,hrg bersaing bagus,0.0,0.0,0.0,True,20.51,14-Jan-17,desktop,10/2/2019
100339807.0,beli-harddisk-eksternal,Inge,5.0,,oke,"bagus koq. cm gak pake antivirusnya aja, ribet sih :D",0.0,0.0,0.0,True,19.9,16-Apr-17,desktop,10/2/2019
100344408.0,beli-harddisk-eksternal,Nurkamal,2.0,,Kecewa tidak sesuai yang ditawarkan,"Barang sudah diterima dan pengiriman lumayan cepat, tapi ada 2 hal yg harus penjual perhatikan: 1. di etalase tv dijual dengan bonus free Braket, tapi yang datang cuma tv nya doang braketnya ga ada, 2. ongkir tercantum Rp 200.000 saya kirim sesuai yg tercantum, tp pas di cek di resi yang tercantum oleh ekspedisi Cobra ternyara cuma 75.000. tetep konsumen yang dirugikan. toko ini jadi catatan buat saya kecuali menylesaikannya",32.0,32.0,0.0,True,31.85,3-Mar-17,desktop,10/2/2019
100356012.0,beli-harddisk-eksternal,Atin S.,5.0,,baguss,"mudah2 n awet barang nya,,ada hologram nya",0.0,0.0,0.0,True,22.49,21-Jul-18,androidApp,10/2/2019
100356012.0,beli-harddisk-eksternal,Bahri S.,4.0,,Good Produk,"Suka bgt barangx mulus lus lus and berfungsi dgan baik, thanks Lazada",0.0,0.0,0.0,True,19.5,1-Mar-17,mobile-app,10/2/2019
100356012.0,beli-harddisk-eksternal,Junaedi A.,5.0,,Good,"Barang sampe sesuai pada waktu nya, packingan rapi. Terima kasih Lazada.",0.0,0.0,0.0,True,19.5,15-Feb-17,desktop,10/2/2019
100363390.0,beli-harddisk-eksternal,Lazada Customer,4.0,,packing rapi,warna tidak sesuai,0.0,0.0,0.0,True,21.51,31-Mar-18,androidApp,10/2/2019
100363400.0,beli-harddisk-eksternal,Moch.Mughni,4.0,,hmmmm,eliminasi 2 hari packing rapi tapi warna gak sesuai yang di ingini tapi barang normal work,0.0,0.0,0.0,True,22.49,23-Jul-18,androidApp,10/2/2019
100363874.0,beli-harddisk-eksternal,Ahmad S.,5.0,,Barang sesuai dengan gambar,"Paket sudah saya terima, terlambat sedikit pengirimannya tapi tidak apa apa. Thanks​ Lazada",0.0,0.0,0.0,True,19.94,30-Apr-17,mobile-app,10/2/2019
10041426.0,beli-harddisk-eksternal,Mia,5.0,,Good,"Flashdisk baru, waktu pas beli lagi diskon, packagingnya jga rapih so far so good",0.0,0.0,0.0,True,20.51,30 Okt 2016,mobile,10/2/2019
10041426.0,beli-harddisk-eksternal,Ikbal,5.0,,Thanks,"Barang cepet sampe, thanks",0.0,0.0,0.0,True,19.42,14 Okt 2016,mobile-app,10/2/2019
10041478.0,beli-harddisk-eksternal,Tommy,4.0,,Sandisk 8gb,"Brg sesuai , cuma delivery agak lama",1.0,1.0,0.0,True,22.32,23-Mar-17,mobile-app,10/2/2019
10041478.0,beli-harddisk-eksternal,Nur R.,5.0,,Pas,"Ok deh, mantep",0.0,0.0,0.0,True,19.5,29 Des 2016,mobile-app,10/2/2019
100564515.0,beli-harddisk-eksternal,Tita M.,2.0,,Beda Warna,Gan saya pesan warna biru kok yang datang warna merah?,0.0,0.0,0.0,True,21.51,20-Feb-18,desktop,10/2/2019
100570199.0,beli-harddisk-eksternal,Muhammad M.,3.0,,Lama pengiriman dan sistemnya kosong,"8 hari baru sampai, sistemnya kosong root saja tampil jadi hrs install ulang,, packingan rapi dan tersegel",2.0,2.0,0.0,True,30.34,6-Feb-17,mobile-app,10/2/2019
100571392.0,beli-harddisk-eksternal,I n.,2.0,,Dua Bintang,Barang yg di kirim tidak sesuai dengan yang di tampilkan,1.0,1.0,0.0,True,22.0,29-Jan-17,mobile-app,10/2/2019
100581238.0,beli-harddisk-eksternal,Mon R.,4.0,,Lumayan memuaskan,"Terlambat satu hari, karena kurir sampai dikantor pada malam hari. Jd besoknya baru bisa saya terima. Tp barang saya terima dengan baik. Terima kasih",0.0,0.0,0.0,True,28.22,28 Okt 2017,mobile,10/2/2019
100581238.0,beli-harddisk-eksternal,nat T.,5.0,,Barang Sesuai Pemesanan,Barang sesuai pemesanan. Pengiriman cepat(Jakarta),0.0,0.0,0.0,True,22.49,26-Jul-18,desktop,10/2/2019
